temperature,vibration,pressure,runtime_hours,machine_age,load_percentage,risk
92.71,5.51,2.18,5562.21,9.93,22.99,Medium
95.13,5.8,5.16,814.61,2.07,86.89,Low
89.83,4.04,3.66,8254.51,7.38,32.25,Low
64.57,6.12,5.64,4122.66,9.28,30.97,Low
78.25,5.75,2.98,11792.92,7.72,68.72,Medium
99.05,8.77,3.51,6205.37,2.83,63.85,Medium
89.73,4.59,2.64,289.97,1.79,28.83,Low
88.49,1.77,1.63,7724.41,10.99,28.1,Medium
86.88,4.38,7.84,4035.46,1.23,85.05,Low
100.4,3.56,5.74,6447.33,2.18,88.1,Medium
45.63,1.68,5.53,4997.05,13.47,96.41,Medium
102.1,1.29,6.7,2824.75,6.31,96.98,High
99.32,6.36,4.35,6383.92,13.35,33.34,Medium
90.25,1.0,7.6,2474.99,6.53,67.26,Medium
89.1,2.04,3.66,5443.12,0.92,74.76,Low
76.4,4.65,7.21,6666.25,1.42,72.4,Low
90.8,6.26,6.37,8692.07,8.69,98.23,High
78.74,6.35,5.33,6549.43,11.04,58.55,Medium
54.66,7.52,7.24,9232.42,0.67,94.75,High
100.17,7.74,7.09,1215.49,7.63,39.27,High
48.27,2.39,5.5,6108.83,3.91,56.73,Low
74.13,7.78,4.13,1868.73,7.71,72.27,Low
71.22,0.8,4.84,12406.04,11.98,97.05,Medium
102.86,5.28,5.58,6897.5,5.44,86.02,Medium
99.88,3.32,6.37,9039.27,10.89,49.06,Medium
52.41,6.95,2.55,5186.22,12.53,97.15,Medium
80.6,3.68,1.74,13463.47,7.64,85.75,High
51.95,5.69,2.31,13960.22,6.2,56.56,Medium
91.59,1.42,3.9,13906.74,12.64,67.1,Medium
74.73,5.51,4.53,14461.44,0.56,78.9,Medium
105.8,7.63,4.38,7674.16,13.86,34.18,High
56.29,7.43,1.72,9897.07,9.29,45.75,Medium
72.21,5.68,5.85,3798.76,6.27,47.43,Low
74.43,1.63,3.89,10530.21,11.35,43.91,Medium
100.95,6.55,7.55,9525.49,3.41,69.93,High
89.63,8.33,1.93,10684.91,14.64,34.23,High
90.13,3.24,1.81,5348.34,7.47,65.65,Medium
88.83,8.1,4.74,13174.41,6.62,21.02,Medium
46.64,1.74,5.69,3078.55,11.38,32.87,Low
89.42,1.74,1.43,11786.93,3.46,63.29,Medium
97.91,1.37,7.08,11118.44,13.04,79.39,High
70.28,4.84,6.58,10472.31,10.55,23.76,Medium
70.19,8.63,7.83,4758.54,8.51,21.04,Medium
58.2,7.89,7.02,6701.65,3.77,70.7,Medium
94.08,5.15,5.22,11664.59,14.48,43.53,High
108.92,1.13,7.74,11052.68,2.23,23.25,Medium
81.18,1.61,5.09,3899.74,5.29,76.78,Low
47.6,8.39,5.18,11627.55,9.57,87.45,Medium
76.89,5.37,3.51,11782.07,5.11,37.6,Low
78.84,7.18,2.12,8191.89,6.35,47.95,Medium
88.12,3.31,3.06,14259.59,9.47,57.99,Medium
98.54,8.84,1.06,10067.18,6.96,92.36,High
104.71,2.57,1.28,13296.34,6.03,83.7,High
70.08,5.09,2.98,13678.91,12.42,50.0,Medium
73.96,0.87,7.29,2968.43,7.95,95.86,Medium
108.16,7.07,4.73,9441.3,3.56,70.36,Medium
101.22,4.11,1.73,8112.54,10.69,98.1,High
87.03,8.49,6.23,2390.94,7.16,46.54,Medium
49.76,2.01,2.76,1149.59,12.41,92.88,Medium
70.22,5.86,4.03,351.68,10.26,62.79,Medium
49.11,6.84,1.32,12738.94,5.69,60.23,Medium
96.15,3.06,1.61,11502.59,6.85,51.61,Medium
75.81,5.03,1.95,5925.79,12.06,63.66,Medium
64.37,8.04,7.76,13020.37,9.9,96.59,High
80.98,5.22,1.86,174.94,9.15,62.97,Low
64.8,6.86,7.32,5223.39,6.48,71.67,Medium
54.26,2.06,5.32,3865.85,2.16,73.68,Low
100.4,7.74,7.53,14915.26,7.19,63.97,High
88.66,2.63,2.38,8750.88,14.3,48.57,Medium
51.5,5.77,7.3,4835.01,7.03,69.31,Medium
90.07,1.8,4.97,12134.73,14.4,33.49,Medium
61.0,2.38,6.18,6598.25,12.68,30.74,Low
102.06,4.43,3.51,4651.53,8.5,34.06,Medium
50.33,2.89,6.79,13380.33,3.35,78.68,Medium
92.28,8.08,6.95,9511.23,12.28,66.31,High
58.83,0.81,2.82,13420.39,8.33,72.31,Medium
68.78,2.4,6.41,11025.08,4.72,57.18,Medium
50.89,3.59,1.07,3659.32,14.48,98.55,Medium
94.22,1.69,2.11,8538.72,8.7,89.78,High
92.83,4.61,3.51,3360.4,7.57,25.03,Medium
60.21,6.18,4.63,11892.76,6.13,93.43,Medium
47.59,6.01,1.72,14529.78,9.69,41.88,Medium
82.61,5.35,3.64,5739.93,9.02,91.86,Medium
78.58,3.7,7.35,7793.94,5.62,89.42,Medium
96.52,8.04,1.05,13242.31,6.88,38.4,High
86.83,2.3,2.31,5497.12,10.9,29.47,Low
71.95,3.31,1.79,10160.92,7.45,67.26,Medium
46.46,0.87,5.01,2500.82,9.63,23.14,Low
54.55,1.91,7.46,7797.95,6.38,97.54,Medium
102.1,6.69,6.75,14214.08,3.64,68.52,High
101.37,1.95,6.81,9052.5,12.02,85.64,High
85.51,4.84,2.17,10315.31,13.87,67.72,Medium
59.94,3.78,1.76,3114.99,12.96,60.35,Medium
98.72,5.65,2.24,13533.96,9.2,90.22,High
77.72,1.5,4.38,2041.9,9.25,86.2,Low
78.93,3.65,1.3,7994.27,3.83,84.18,Medium
67.78,7.34,7.36,12574.14,8.85,54.04,High
76.01,2.48,7.01,4320.67,13.21,52.69,Medium
45.36,6.82,1.05,7885.86,8.04,50.0,Medium
89.7,3.19,3.54,2406.2,9.95,40.29,Low
72.53,3.61,2.93,10241.03,11.45,53.06,Medium
76.36,3.65,4.88,3881.29,4.95,47.55,Low
92.83,7.77,5.61,11242.43,6.98,75.94,High
51.52,4.82,6.5,12032.72,9.4,74.77,Medium
55.45,8.7,1.04,1457.22,2.61,94.07,Medium
50.73,2.74,3.6,9174.53,11.01,94.45,Medium
84.91,4.93,5.98,9002.34,14.21,85.62,High
73.53,2.21,5.6,12078.26,4.65,22.69,Medium
78.19,6.44,5.31,10142.96,5.72,72.4,Medium
50.64,2.85,3.8,10077.96,6.38,36.02,Low
92.9,1.08,1.63,4338.96,12.53,93.2,High
67.59,7.43,2.58,14449.55,7.09,52.32,Medium
61.97,3.96,1.75,1178.55,4.77,95.76,Medium
107.19,7.95,6.69,8665.92,10.57,97.28,High
76.44,2.57,3.38,11656.42,10.38,91.72,Medium
76.33,2.69,3.68,11850.97,3.7,76.09,Low
71.81,3.5,4.75,10542.2,4.32,42.98,Low
88.79,7.48,1.53,13977.8,7.41,48.28,High
62.49,8.55,5.78,13657.92,7.74,35.97,Medium
101.73,2.26,2.42,3820.46,9.47,32.48,Low
52.79,1.17,7.69,7440.71,0.6,88.57,Low
100.12,3.66,3.21,13482.01,13.27,65.96,Medium
76.9,8.87,7.41,4275.97,3.72,66.13,Low
79.17,4.1,7.58,585.18,5.54,88.83,Medium
74.72,1.52,4.63,4803.2,0.62,73.93,Low
82.77,3.27,5.29,3969.54,8.45,38.97,Low
107.3,3.42,2.29,6416.75,6.58,80.18,Medium
100.53,2.88,2.26,2053.97,8.85,38.29,Low
91.85,7.33,4.89,12859.0,3.34,84.0,High
75.74,0.58,3.95,2103.63,13.45,70.45,Low
91.84,7.18,3.1,8475.86,8.73,51.87,Medium
48.9,7.42,4.34,9484.95,7.02,46.77,Medium
68.42,5.24,6.67,5227.69,6.47,48.09,Medium
57.93,5.4,5.54,2700.63,11.81,48.41,Medium
76.69,6.76,7.23,5777.96,4.65,70.54,Medium
101.44,5.94,7.5,6385.07,9.38,52.38,Medium
50.14,3.42,3.19,9829.9,10.8,68.43,Low
62.63,4.28,7.04,5511.16,9.01,97.24,Medium
55.88,7.76,1.88,3595.95,4.15,79.51,Low
58.69,3.87,1.67,14058.23,7.36,24.31,Medium
79.06,8.97,1.73,9309.72,1.72,94.53,High
65.11,2.6,2.99,9434.56,2.4,87.08,Low
47.29,3.53,7.41,12977.19,7.27,89.67,High
80.66,1.65,7.64,8135.38,9.07,56.52,Medium
73.27,5.94,4.74,13642.95,7.48,38.17,Low
73.72,3.61,2.82,4623.24,0.5,85.23,Low
67.35,4.49,1.06,13839.12,14.23,58.17,Medium
94.78,7.28,5.18,11971.83,8.45,35.09,High
73.41,2.62,6.0,9725.26,12.51,37.65,Low
72.45,2.54,6.35,13658.32,12.21,74.77,Medium
87.15,5.02,2.88,2901.21,1.49,30.93,Low
86.4,5.75,2.9,9379.03,3.22,21.55,Low
108.03,0.69,7.81,4303.51,2.31,55.07,Low
60.13,1.78,4.46,5194.5,5.02,83.96,Low
75.14,7.23,3.31,12668.84,14.3,24.48,Medium
49.64,4.5,2.35,12638.94,12.35,86.26,Medium
108.35,6.57,3.69,14627.09,4.08,99.56,High
74.95,7.05,4.65,14733.53,7.36,74.52,Medium
105.85,1.85,6.1,11196.4,8.47,29.77,Medium
86.5,2.19,7.21,12968.5,3.66,29.03,Medium
66.09,1.92,2.93,1882.78,11.94,20.71,Low
82.77,6.37,5.82,2409.38,11.68,39.9,Medium
50.94,5.76,7.52,14954.9,9.56,24.78,Medium
90.59,7.23,1.88,3566.85,14.73,83.08,High
97.36,4.23,2.35,10369.82,5.69,30.78,Low
76.54,4.22,3.06,10485.86,3.25,34.93,Low
66.04,4.48,7.07,9020.33,12.98,32.83,Medium
55.08,3.01,2.84,5569.98,0.51,71.04,Low
92.69,8.0,5.34,5524.72,9.49,45.66,Medium
87.79,5.08,3.71,7908.64,7.71,64.12,Medium
63.4,3.98,3.25,1534.22,10.05,23.5,Low
56.61,0.77,1.75,2955.09,0.96,71.34,Low
87.76,4.97,5.91,3913.48,5.81,68.48,Low
45.85,8.33,5.59,13933.22,12.57,57.44,Medium
68.46,6.82,7.23,12348.2,12.02,24.66,High
62.28,0.85,1.49,4628.18,14.2,96.85,Medium
51.58,2.46,3.7,2977.48,10.02,65.6,Low
81.3,5.24,6.22,11517.62,8.86,73.96,High
102.38,1.92,2.26,6083.2,5.39,32.65,Medium
73.8,3.49,3.21,14872.8,5.21,49.74,Low
98.7,3.25,2.69,8229.83,5.94,64.02,Low
68.4,4.35,7.72,102.91,1.0,42.76,Low
78.64,8.94,3.11,4574.98,3.72,88.46,Medium
95.15,8.52,6.76,13794.77,7.91,65.65,High
55.06,0.82,3.49,2162.28,5.82,66.57,Low
61.66,3.05,4.99,8579.07,3.65,26.18,Low
96.54,1.97,6.78,10374.97,8.86,92.61,High
86.75,0.82,6.66,5785.04,11.81,93.75,High
67.62,7.45,3.92,13030.68,13.11,38.14,High
105.36,5.89,5.43,906.51,8.1,45.55,Medium
54.72,4.77,2.55,852.75,11.11,51.43,Low
93.93,5.39,1.63,6535.84,11.9,31.84,High
50.37,5.36,1.35,6047.95,1.73,60.15,Low
94.53,4.59,2.39,5990.25,8.78,64.89,Medium
61.01,1.11,6.44,4918.83,13.9,27.17,Low
72.53,3.46,3.25,8948.77,0.85,44.39,Low
85.05,8.92,4.1,2272.7,1.15,85.45,Medium
89.55,1.83,6.1,1378.64,11.22,39.44,Medium
105.24,7.88,6.74,304.63,10.56,28.9,High
75.63,3.32,6.18,3256.94,8.42,80.03,Medium
76.4,6.7,1.99,10511.45,0.77,66.64,Medium
47.83,1.95,2.99,11858.91,9.46,24.25,Low
49.33,6.11,5.64,13701.74,5.72,28.63,Medium
101.38,6.02,2.62,5772.45,14.66,27.97,Medium
76.5,5.58,1.62,3063.24,14.52,64.86,Medium
47.58,8.34,3.13,7400.0,11.29,21.47,Medium
68.1,3.07,7.97,14680.96,4.5,24.96,Medium
102.11,8.07,6.7,539.04,8.55,42.42,High
67.22,3.84,1.96,10975.36,8.05,74.24,Medium
72.13,5.37,3.99,4754.5,9.28,55.93,Low
58.44,1.68,4.79,12021.57,13.01,44.72,Medium
104.12,4.16,7.36,11573.74,10.02,65.19,High
65.64,5.24,7.64,1863.97,5.11,90.37,Medium
94.75,7.98,3.9,6227.65,6.92,94.7,High
54.88,2.1,1.92,490.35,14.8,69.36,Medium
81.86,2.46,2.63,10341.93,5.71,75.05,Low
53.72,7.69,4.28,9778.57,3.17,51.0,Low
53.94,2.14,1.23,11491.63,0.72,41.59,Medium
59.47,6.21,2.42,3147.98,3.07,96.38,Low
101.36,4.66,3.27,6917.42,4.08,52.39,Low
84.52,7.51,6.04,5972.85,14.12,65.75,High
79.14,7.94,6.51,7857.67,7.05,86.16,High
102.06,2.59,4.77,14759.08,1.07,50.99,Low
57.34,4.24,7.19,11627.79,4.65,33.32,Medium
84.85,0.96,4.62,2219.37,12.53,56.14,Medium
52.36,7.12,7.56,10472.1,2.46,53.08,Medium
46.62,4.36,7.28,13447.34,13.3,27.21,Medium
89.96,8.21,6.58,10803.78,2.29,29.13,Medium
86.21,1.23,5.95,10930.42,14.64,68.97,Medium
69.61,3.74,6.38,13692.57,8.7,72.76,Medium
55.54,1.73,6.38,864.53,4.97,78.41,Low
63.77,2.04,7.29,14410.46,0.55,81.23,Medium
74.81,7.77,4.8,185.68,13.3,39.03,Medium
87.87,4.36,4.09,9058.13,0.6,90.57,Medium
85.28,5.24,6.78,828.89,2.65,72.26,Medium
54.45,0.78,5.05,9088.95,5.3,27.02,Low
72.1,2.02,5.7,9205.24,10.53,67.6,Medium
56.53,4.37,5.05,13979.05,1.85,43.94,Low
103.34,7.47,6.31,12665.31,1.44,57.67,Medium
90.15,2.83,4.69,7917.23,10.59,68.96,Medium
82.14,8.82,4.7,1406.28,11.0,68.38,Medium
72.76,7.71,2.82,8669.63,9.54,94.17,High
81.57,4.92,5.42,7438.32,3.11,68.75,Low
108.65,0.51,1.17,9419.37,2.21,87.85,High
109.93,4.02,3.34,8450.19,9.74,20.9,Medium
89.85,2.66,1.47,4574.23,8.47,81.36,Medium
89.58,3.4,6.07,9278.3,0.92,34.05,Low
99.2,8.34,4.35,7170.06,1.02,30.86,Medium
85.77,8.08,4.76,5093.13,11.87,53.12,Medium
99.28,3.04,6.07,4800.99,8.27,36.66,Medium
96.97,8.05,3.48,14547.24,4.57,22.49,Medium
85.72,7.66,5.0,5904.54,9.13,89.17,Medium
90.84,3.17,1.22,6266.66,7.71,39.01,Medium
98.91,3.07,4.68,2707.69,5.93,22.99,Low
104.37,4.27,1.17,7291.68,7.75,35.22,Medium
92.61,4.95,6.43,2235.1,13.14,85.77,High
88.99,1.63,6.07,6944.59,10.85,61.79,Low
65.21,0.87,6.94,13090.94,5.33,91.13,Medium
78.84,6.1,3.19,8705.64,5.03,91.37,Medium
58.04,2.94,4.73,11614.53,10.23,41.81,Medium
62.79,0.63,5.36,7759.5,3.5,48.03,Low
62.62,8.52,6.63,8653.84,2.98,44.91,Medium
80.14,0.93,1.2,13559.06,1.23,50.69,Medium
72.72,2.02,5.17,8932.07,12.62,75.95,Medium
68.12,3.32,2.39,11400.2,12.23,26.28,Medium
81.91,1.29,6.62,10509.13,1.91,44.83,Medium
75.59,8.55,2.01,13445.94,4.24,49.08,Medium
90.47,6.15,6.52,13247.82,7.07,22.42,High
52.34,4.57,6.92,4305.63,5.55,65.97,Medium
51.69,7.45,6.58,4955.46,9.92,83.39,High
74.96,5.52,2.67,3731.0,2.81,58.59,Low
67.15,7.42,5.14,11786.28,6.81,82.99,High
90.12,1.97,5.69,11116.57,10.82,86.94,High
83.49,4.43,4.89,12348.14,3.05,96.47,Medium
83.89,6.33,5.17,12316.0,5.25,71.6,Low
50.88,7.44,7.21,13558.51,9.72,20.01,High
87.96,4.35,3.04,9272.03,6.98,36.45,Low
64.48,7.25,5.76,13785.67,14.08,77.42,High
109.37,5.45,5.28,7705.32,12.79,88.2,High
69.0,5.17,1.37,10579.98,12.4,48.74,Medium
101.27,2.5,5.92,5974.6,5.11,50.62,Low
73.29,2.3,2.21,2172.13,8.55,87.47,Low
99.6,1.81,7.98,10083.98,2.45,25.74,Medium
54.36,8.02,5.61,14627.13,2.47,30.98,Medium
100.91,8.1,5.87,13961.63,9.54,56.35,High
80.88,4.33,3.49,2868.29,9.27,66.24,Low
91.29,2.79,7.49,8687.65,0.99,23.03,Medium
90.82,1.46,4.37,10388.41,2.56,78.5,Medium
75.22,1.16,7.23,1417.85,7.35,79.33,Low
89.46,5.08,5.06,9234.28,13.6,62.8,Medium
75.48,4.86,4.28,11033.84,6.6,96.85,Medium
63.8,0.8,7.46,11266.44,11.04,65.1,Medium
85.9,5.41,5.01,9879.17,4.73,78.99,Low
63.64,1.2,4.54,12786.53,4.53,30.6,Low
62.89,2.68,6.19,9096.94,13.7,79.12,Medium
69.03,1.99,6.48,3619.32,3.12,62.19,Low
67.29,1.22,2.02,14015.73,2.74,59.68,Low
95.07,2.52,4.08,9599.86,3.56,78.75,Medium
48.53,2.75,6.74,882.6,7.23,58.1,Low
93.5,6.9,4.73,5759.03,10.73,57.97,Medium
79.48,4.2,3.02,11979.9,6.04,45.26,Medium
89.39,0.85,7.42,9597.62,14.36,54.54,Medium
66.77,2.77,1.69,9849.71,6.17,81.85,Medium
92.73,5.5,2.36,5127.36,10.51,34.39,Medium
45.69,0.57,1.48,6227.61,8.12,74.84,Medium
59.26,2.91,2.35,453.14,1.83,95.08,Low
106.78,5.92,5.96,1887.66,12.92,30.39,High
97.21,2.07,1.78,2845.52,4.77,72.84,Medium
86.52,8.34,2.93,6462.05,13.6,81.59,Medium
61.73,7.14,2.94,1029.57,6.13,99.68,Medium
107.11,2.75,4.08,7426.65,13.96,68.82,Medium
86.96,1.42,4.78,6525.68,9.4,28.5,Low
91.5,1.38,1.51,8613.03,4.13,55.67,Medium
54.68,5.94,7.53,10002.63,4.36,76.0,Medium
82.35,4.88,7.58,7411.12,6.82,87.52,Medium
80.11,0.53,7.68,12287.85,7.49,65.38,Medium
66.67,3.07,1.39,14955.54,9.88,49.23,Medium
50.23,4.41,6.37,9752.11,3.06,23.15,Low
87.95,3.04,3.73,1690.84,10.49,58.92,Low
92.8,1.69,2.35,10824.11,9.1,59.14,Low
96.53,5.97,4.5,14477.81,12.27,97.33,High
47.41,0.98,6.51,737.94,2.21,84.57,Medium
74.79,6.26,7.12,2319.41,8.9,93.99,Medium
92.8,4.66,1.13,13616.97,9.47,39.41,High
45.93,5.88,7.33,12329.01,1.91,68.9,Medium
49.16,7.45,1.8,8965.16,9.43,25.05,Medium
72.7,7.4,7.88,10208.13,5.2,98.07,High
80.48,3.23,7.75,3277.15,1.16,33.88,Low
52.85,1.7,3.91,10474.81,8.52,55.09,Low
47.65,1.35,6.93,9225.38,11.78,21.25,Medium
50.25,0.56,7.48,10630.44,9.11,42.7,Medium
90.0,2.25,5.48,7893.99,6.47,95.05,Medium
89.96,5.57,6.02,9219.54,1.78,86.12,Medium
67.61,0.54,2.65,1850.87,8.19,27.65,Low
101.08,8.89,4.55,7016.82,9.58,36.65,Medium
57.59,7.27,5.8,14531.75,7.38,34.11,Medium
48.51,3.6,2.47,3845.59,9.44,91.21,Low
47.82,6.79,7.47,2720.73,11.89,58.8,Medium
49.61,2.5,4.11,8738.45,6.58,79.77,Low
59.95,1.44,2.59,3633.06,6.48,36.0,Low
49.78,5.47,1.38,6594.39,3.63,68.75,Low
70.18,1.66,6.04,9517.11,14.65,36.18,Medium
47.09,5.33,2.96,1755.53,7.25,53.46,Low
59.29,3.01,2.1,11939.02,14.32,92.45,High
108.06,7.77,1.61,12868.91,7.59,99.65,High
75.78,4.43,1.1,6478.84,13.15,39.83,Medium
82.67,8.08,5.14,2319.65,8.82,20.41,Low
47.6,4.5,6.38,600.95,8.2,58.34,Low
74.41,2.54,4.91,285.1,11.11,95.99,Medium
68.3,2.53,7.99,337.36,10.2,32.94,Medium
100.76,6.85,1.17,6877.13,11.69,89.94,High
57.02,7.91,5.39,10588.14,0.52,70.18,Low
103.07,3.33,1.23,6445.94,4.41,95.69,High
82.39,2.26,5.79,9344.78,5.37,94.58,Medium
106.45,6.23,7.22,1753.4,5.8,69.53,Medium
68.82,6.01,5.93,8455.3,11.72,31.07,Medium
60.51,1.47,4.35,14093.3,8.91,96.73,Medium
93.96,6.97,3.24,13479.2,7.8,53.83,Medium
49.12,3.43,4.4,7947.57,2.28,76.79,Low
103.46,4.34,3.58,10132.27,10.55,98.25,Medium
57.24,8.01,1.61,5921.17,3.09,96.66,Medium
52.11,2.85,5.88,7495.3,13.19,61.66,Low
64.06,8.74,4.79,2067.21,5.53,55.51,Low
63.95,1.04,7.1,3561.69,14.24,71.57,Medium
82.62,6.07,6.51,7343.61,10.15,62.41,High
73.94,3.08,1.92,11861.29,2.99,40.8,Low
69.17,2.95,6.92,2310.24,4.62,96.5,Medium
105.07,6.55,3.0,14600.77,12.67,75.43,High
55.48,1.49,7.96,8660.43,6.89,49.57,Medium
81.56,0.79,3.22,5223.32,5.91,63.19,Low
79.69,1.53,1.17,13972.93,11.64,95.82,High
55.14,8.75,4.82,7660.39,9.89,43.64,Medium
108.02,6.91,7.96,10036.63,12.09,78.28,High
67.01,1.45,4.35,697.21,10.33,29.35,Low
71.11,7.65,4.12,1477.97,1.3,71.31,Low
79.22,7.14,6.37,3016.16,1.71,87.96,Medium
108.43,3.85,4.43,9087.26,7.92,24.48,Medium
70.84,6.59,3.99,5853.08,0.68,47.59,Low
108.54,7.93,1.61,10945.02,6.94,99.41,High
63.76,7.35,7.79,6415.1,13.5,31.17,High
83.87,1.72,3.12,14826.9,8.12,46.83,Medium
94.15,1.25,3.87,13724.72,6.51,64.47,Medium
94.09,1.66,2.3,5788.37,8.53,23.38,Low
99.25,3.08,4.91,7005.43,0.89,20.2,Low
64.51,5.94,5.46,1950.24,10.16,43.02,Low
76.97,6.35,2.71,1878.38,4.52,99.55,Low
83.93,3.57,4.36,6597.42,4.24,74.87,Low
69.26,6.73,1.12,3967.1,8.93,31.69,Medium
102.09,1.65,2.14,4162.79,6.58,92.97,Medium
48.17,2.98,5.47,1244.72,3.31,70.24,Low
83.92,1.92,3.26,4811.54,12.75,83.99,Medium
89.55,6.35,1.67,8742.69,12.44,21.03,High
63.29,7.12,3.88,13821.52,2.86,37.43,Medium
59.37,2.1,7.28,9240.08,12.56,62.05,Medium
91.32,6.47,6.62,6318.46,13.78,29.33,High
105.02,4.58,3.18,5502.27,12.35,91.18,High
79.0,8.75,2.21,4639.8,11.29,29.49,Medium
100.69,1.71,2.59,1967.63,2.39,26.29,Low
50.05,7.08,6.3,733.5,2.06,83.44,Medium
83.56,4.49,7.36,744.89,4.87,20.82,Low
95.85,8.32,2.44,13527.51,3.18,48.12,Medium
54.46,6.84,2.94,8738.3,5.61,88.41,Medium
60.72,5.35,1.69,8714.19,0.7,37.36,Medium
107.68,1.96,6.28,164.5,11.02,93.94,High
100.33,4.54,5.89,2858.37,10.27,28.59,Medium
108.78,4.1,4.6,6172.91,11.54,45.14,Medium
52.17,1.66,6.34,10600.49,8.58,23.25,Low
77.09,3.77,4.2,11069.0,10.46,87.29,Medium
81.0,2.97,6.99,2912.9,1.51,87.28,Medium
106.04,3.62,1.09,10144.97,10.25,51.71,High
87.81,1.22,2.0,6069.3,9.06,28.14,Low
49.21,8.79,3.37,8964.92,14.86,29.82,Medium
92.14,2.87,5.99,8770.59,4.46,83.16,Medium
68.15,6.17,7.65,14814.1,7.92,31.79,Medium
52.02,2.63,4.48,9462.73,2.45,27.97,Low
98.97,4.73,1.19,2768.53,9.27,46.16,Medium
85.43,1.32,1.54,11298.99,11.63,83.42,High
64.08,4.73,4.53,8182.33,12.24,63.24,Low
106.92,0.77,4.01,13732.59,6.06,45.16,Medium
73.77,0.81,2.24,9925.22,11.8,90.78,Medium
76.95,1.64,6.01,7363.08,2.09,74.0,Low
89.55,5.36,4.33,12829.84,7.85,51.31,Medium
83.42,3.71,5.74,11520.41,4.62,24.91,Medium
47.93,7.61,3.44,11156.65,0.89,91.31,Medium
69.74,4.14,7.94,6237.75,1.32,39.54,Low
87.13,5.54,7.37,1075.95,4.92,47.01,Low
80.0,0.82,5.6,6394.85,7.96,53.69,Low
90.24,5.5,7.9,5728.29,6.16,65.8,Medium
51.5,6.24,3.35,7591.25,11.59,47.16,Medium
64.47,8.74,2.41,9568.12,14.62,26.03,Medium
58.92,2.75,3.08,8645.46,12.17,69.97,Low
91.65,5.41,5.14,4173.14,8.71,62.49,Medium
58.63,7.26,5.56,4597.52,12.16,54.63,Medium
65.37,4.02,2.76,7779.0,10.24,63.8,Low
85.81,4.89,2.31,7538.13,10.08,85.91,Medium
62.42,5.92,6.66,12806.34,13.65,94.77,High
78.95,3.6,2.03,2342.04,10.44,44.02,Medium
71.67,7.81,7.38,9545.52,12.77,41.35,High
86.99,2.68,5.21,6147.4,2.15,35.35,Low
96.81,3.14,4.4,14870.27,6.62,92.45,High
55.36,1.66,2.81,12072.72,10.05,34.08,Low
107.65,4.63,1.14,12907.8,1.72,68.13,Medium
103.54,3.96,3.54,9895.72,1.81,95.45,Medium
60.34,5.35,4.5,1897.57,10.13,66.43,Medium
61.37,8.02,2.67,1921.92,12.2,46.34,Medium
92.92,7.35,6.21,14038.95,3.66,28.55,High
108.05,4.24,2.78,8883.27,7.61,49.98,Low
65.57,4.1,5.78,14453.4,13.25,94.96,High
75.89,3.63,3.16,9716.42,13.63,22.78,Low
89.89,7.2,2.68,8335.65,4.98,96.68,Medium
103.71,6.32,4.74,3622.09,6.91,20.63,Medium
105.29,8.3,3.11,14051.2,11.47,43.79,High
104.53,5.87,7.16,11524.44,6.39,22.71,High
98.51,8.49,4.3,6253.12,12.7,77.39,Medium
98.59,6.44,4.54,5342.66,9.23,85.07,Medium
74.46,0.73,1.36,9659.73,9.64,83.28,Medium
45.2,2.2,3.14,8679.56,2.11,39.97,Low
100.05,6.33,6.55,4859.05,7.44,78.81,High
56.28,5.54,3.29,4298.78,1.72,49.41,Low
101.97,8.53,7.19,3444.86,14.25,93.85,High
85.73,8.21,7.82,3054.17,10.67,33.5,High
85.17,5.6,2.04,14374.69,2.97,65.38,Medium
91.71,4.2,7.44,6860.25,10.27,29.48,Medium
57.39,7.83,6.47,4390.63,7.67,30.42,Medium
84.01,8.96,2.98,10190.11,6.57,52.68,Medium
46.87,8.8,2.65,6819.55,4.1,66.63,Low
50.57,4.49,7.1,14618.55,6.26,36.98,Medium
91.05,6.76,2.79,1519.66,1.35,46.63,Medium
75.61,3.51,5.24,10094.79,12.13,76.77,Low
45.35,4.79,3.67,14665.11,10.23,30.58,Medium
47.67,2.02,2.19,7443.31,5.42,57.45,Low
65.63,5.01,1.99,1840.95,1.14,30.23,Low
93.61,8.37,2.98,13166.35,9.39,80.93,High
78.6,4.2,2.15,11079.35,7.62,96.0,High
100.45,6.09,6.59,893.01,2.66,38.39,Medium
75.57,1.89,4.27,1828.76,13.48,59.59,Low
68.17,6.53,4.4,7445.53,12.76,89.35,Medium
67.72,2.23,2.99,12540.81,11.37,85.81,Medium
102.91,5.48,5.08,14577.25,8.13,65.66,Medium
104.83,2.59,4.49,1505.15,5.27,42.74,Low
70.62,5.52,7.66,12570.96,2.73,26.49,Medium
74.51,8.62,5.16,186.5,14.56,72.49,Medium
66.12,6.72,6.14,14365.3,8.75,36.91,Medium
97.1,2.91,6.59,11182.62,8.43,68.18,Medium
70.93,2.01,7.76,12996.18,1.79,88.19,Medium
70.25,3.92,5.53,14321.04,2.73,43.88,Low
92.83,8.33,7.33,9092.35,5.71,27.69,High
78.32,4.66,7.2,7198.95,8.66,53.85,Medium
97.71,5.72,4.04,6447.65,1.09,47.34,Low
88.97,6.0,6.0,13966.95,8.15,71.78,Medium
63.9,4.22,7.35,7216.41,2.65,30.22,Low
99.7,4.95,3.07,811.15,1.61,23.61,Low
78.19,4.01,4.25,10832.62,12.29,48.44,Medium
